Cod_Id;varobj;x01;x02;x03;x04;x05;x06;x07;x08;x09;x10;x11;x12;x13;x14;x15;x16;x17;x18;x19;x20;x21;x22;x23;x24;x25;x26;x27;x28;x29;x30;x31;x32;x33;x34;x35;x36;x37;x38;x39;x40
639;394;7;20;18;29;59;53;73;19;16;58;58;29;71;71;17;17;18;35;39;40;53;19;21;18;38;38;36;54;55;19;20;17;17;41;36;29;57;55;44;71
640;418;11;18;20;39;55;54;93;21;24;57;61;39;69;80;21;20;16;45;38;42;60;22;21;18;36;36;36;50;52;19;19;19;18;35;35;32;52;48;47;68
641;407;11;18;18;39;55;50;91;19;23;56;58;36;66;76;21;17;18;43;38;40;59;23;20;24;39;39;42;58;55;16;17;20;19;35;40;33;49;53;46;61
642;403;8;19;21;36;56;56;87;17;19;52;53;34;68;68;16;18;21;36;35;45;55;22;17;21;37;31;38;54;48;18;22;19;20;40;37;39;58;55;52;70
643;390;10;20;16;38;60;50;90;14;22;44;46;34;61;64;20;18;22;41;39;44;55;19;23;21;35;42;40;51;61;17;18;18;22;34;37;40;51;51;56;66
644;399;9;18;19;36;55;54;86;17;19;52;53;31;66;70;22;24;15;45;43;38;61;16;17;22;33;32;38;47;47;22;20;17;19;39;35;34;53;50;50;68
645;403;8;21;17;33;57;49;79;23;20;63;64;35;77;80;20;19;18;39;45;36;52;19;20;20;40;40;34;54;55;15;20;17;16;36;39;30;51;60;42;65
646;418;13;21;19;39;63;55;93;21;20;58;56;34;71;71;19;15;16;40;35;35;55;19;19;20;33;33;35;49;50;20;18;20;17;34;38;32;46;56;47;61
647;412;12;15;20;42;45;56;98;19;21;57;51;37;72;66;16;19;20;37;40;41;51;20;24;17;36;43;34;50;60;17;23;23;22;42;41;40;62;55;51;74
648;405;11;20;19;36;55;53;92;19;21;56;61;32;73;77;15;18;22;40;38;44;52;21;18;20;39;37;37;61;50;20;18;24;22;37;43;40;53;59;55;67
649;414;11;23;18;36;62;52;86;20;21;57;57;34;69;72;18;24;20;42;50;42;57;21;21;19;38;40;34;55;59;22;22;19;21;40;36;38;56;53;51;70
650;418;10;17;21;37;52;60;90;19;23;55;56;36;70;74;13;20;21;34;39;46;47;22;19;22;37;37;36;54;53;19;20;18;19;38;36;34;56;52;48;71
651;404;9;18;17;35;57;47;82;18;20;54;52;39;67;70;20;21;20;39;46;44;50;19;21;17;40;41;32;54;61;15;20;22;20;35;38;34;50;55;53;66
652;422;10;19;21;39;59;58;91;21;21;56;59;33;71;74;14;21;21;34;43;46;48;18;17;17;35;36;29;53;57;18;21;18;20;36;36;36;51;53;49;64
653;411;8;17;19;32;51;58;82;22;24;62;61;35;76;75;19;19;17;39;41;41;53;20;23;21;39;40;35;55;57;21;17;22;16;34;39;31;52;57;44;66
654;401;10;19;18;41;55;51;98;18;20;55;54;33;71;70;21;18;20;44;42;42;57;19;20;18;40;38;33;55;56;18;16;20;23;34;38;39;49;53;51;64
655;409;13;18;17;44;54;47;104;18;17;55;52;34;70;70;20;20;18;39;38;42;52;23;20;17;42;38;32;56;54;21;19;20;22;36;36;39;54;53;54;68
656;409;7;19;24;29;54;63;71;20;20;56;59;35;70;75;19;21;18;43;44;47;60;19;20;19;37;37;34;54;52;20;18;18;16;36;36;28;50;56;45;64
657;414;8;18;22;34;52;60;83;21;18;59;57;32;75;72;21;22;20;44;44;45;61;22;20;21;39;38;35;54;58;18;19;19;20;38;33;35;55;46;48;69
658;422;8;23;20;34;62;54;81;20;20;59;58;35;74;71;16;22;15;39;45;37;54;22;21;23;39;38;38;53;54;18;21;20;21;38;37;38;55;50;54;68
659;391;11;18;16;38;57;49;90;18;20;52;55;31;66;78;21;18;20;42;36;44;60;20;16;18;36;33;33;55;47;19;19;22;14;38;44;32;53;64;45;65
660;403;9;19;22;40;54;61;93;16;18;49;49;32;65;66;18;21;20;39;42;43;54;20;22;20;38;45;34;56;61;19;22;18;18;38;35;34;51;53;51;62
661;397;11;16;15;41;51;44;98;20;21;55;61;40;68;75;23;18;21;46;43;45;60;16;18;21;31;35;37;47;47;17;19;17;16;34;33;31;50;50;45;63
662;392;9;21;17;37;61;51;84;17;18;49;49;31;63;65;16;17;20;36;38;42;53;19;21;16;35;39;32;50;56;19;17;19;17;34;35;34;50;50;46;63
663;415;10;22;21;34;61;60;81;19;18;54;57;32;66;69;19;20;20;38;38;43;55;18;18;17;36;33;27;50;51;19;21;16;21;40;30;34;59;51;45;73
664;418;10;20;22;35;57;59;82;22;19;60;61;32;76;78;20;17;23;41;39;47;55;18;19;19;36;35;35;50;54;20;20;21;21;36;39;36;49;55;50;60
665;415;9;23;21;37;62;51;84;20;20;56;58;33;69;76;19;21;20;46;42;45;63;16;16;21;36;34;40;49;52;21;23;20;18;45;39;34;57;57;51;70
666;406;9;22;20;37;62;53;87;18;23;51;53;37;63;68;19;19;19;43;39;44;56;16;24;22;33;42;37;47;60;18;19;22;20;35;42;37;49;56;53;64
667;429;10;20;22;39;62;60;90;20;20;59;59;32;71;76;22;20;16;44;42;42;59;18;22;22;34;38;37;54;54;21;17;19;20;35;36;38;50;53;50;68
668;413;10;19;21;36;51;57;87;22;18;62;60;29;75;76;20;20;16;38;40;41;50;21;21;17;39;39;35;54;53;22;18;20;19;34;36;34;53;53;50;68
669;408;9;18;20;32;58;54;78;18;22;54;54;36;69;68;20;21;21;45;42;42;63;19;19;24;38;34;37;58;53;22;21;18;20;40;37;36;54;50;49;65
670;412;6;23;20;29;64;58;75;21;20;60;62;29;72;82;18;16;20;45;36;43;60;19;20;21;38;36;39;51;54;20;19;16;23;38;35;39;54;49;54;69
671;436;10;21;19;42;64;51;99;23;19;66;65;33;77;80;23;22;21;41;44;44;58;22;18;21;37;35;35;54;52;18;19;19;23;37;38;39;52;52;56;65
672;414;11;17;21;40;52;58;91;18;21;56;52;35;69;67;20;19;18;40;41;43;54;17;17;19;37;37;36;54;54;17;22;21;21;40;38;37;53;59;52;67
673;403;12;17;17;40;52;48;94;21;23;57;57;37;68;70;19;19;18;40;40;38;59;21;18;23;38;36;41;57;51;19;22;22;18;44;41;35;59;57;55;72
674;402;7;18;22;31;53;59;75;18;21;52;55;36;67;69;24;19;23;48;43;50;62;18;19;21;38;38;33;57;57;19;19;18;23;38;39;37;55;54;51;71
675;423;10;20;18;37;57;51;86;23;20;63;66;37;73;81;19;21;21;39;46;43;51;20;18;18;35;35;35;53;54;16;18;22;18;35;40;37;50;55;55;66
676;418;8;19;19;31;59;54;76;25;17;70;70;30;83;85;20;18;17;42;37;37;58;20;19;23;40;38;37;58;50;20;23;16;23;40;34;37;56;49;53;69
677;427;5;21;23;25;61;67;66;24;21;65;68;34;78;83;21;18;21;43;36;45;58;19;18;17;37;33;33;51;51;21;19;18;22;36;36;36;55;54;50;68
678;416;8;19;20;37;58;57;87;21;17;59;59;31;74;76;16;18;20;35;41;41;53;20;22;18;36;41;35;51;62;18;23;19;22;39;39;39;57;56;50;70
679;402;8;18;18;34;52;54;79;18;20;58;54;33;72;74;20;20;21;39;43;42;55;17;18;22;35;37;39;53;53;18;18;21;17;35;41;35;49;56;50;59
680;412;10;21;15;37;58;45;90;24;20;66;62;32;82;79;19;20;21;44;43;45;59;17;20;18;30;39;36;44;53;19;23;17;19;42;32;37;61;47;50;75
681;418;7;17;20;33;52;58;80;22;20;62;64;38;80;84;21;21;17;41;44;39;56;18;18;18;39;36;33;53;57;21;18;15;19;38;32;35;55;45;50;71
682;407;9;19;20;37;56;56;87;18;19;54;54;35;71;72;18;20;20;40;43;39;57;18;22;20;36;42;39;54;58;23;16;18;18;33;35;31;47;50;44;58
683;414;9;23;20;38;63;57;88;18;16;57;51;28;70;68;20;18;17;42;39;41;58;18;20;19;35;37;35;50;55;19;22;21;21;38;40;34;55;56;52;69
684;393;7;17;18;29;50;51;73;20;23;55;57;35;68;71;20;20;22;42;40;48;59;21;20;18;37;37;32;53;57;20;18;17;22;36;36;41;54;52;57;71
685;398;12;18;17;41;55;49;97;18;19;48;54;33;61;71;16;21;20;36;45;42;51;20;19;18;33;35;36;45;50;23;20;19;12;38;39;27;56;54;42;68
686;413;11;19;19;41;54;52;99;20;21;56;60;34;67;74;18;20;18;41;43;42;55;18;23;20;35;38;34;54;55;21;21;25;17;38;42;34;51;62;51;62
687;411;11;19;17;40;58;50;94;20;20;56;59;36;69;78;21;20;19;46;46;43;59;19;20;21;37;37;39;52;50;20;19;19;22;36;38;37;54;55;49;64
688;399;7;22;20;34;63;55;78;15;18;46;51;32;62;66;20;22;21;41;45;44;58;19;21;20;32;34;38;46;50;23;18;20;20;33;35;39;48;49;56;63
689;405;7;18;21;31;51;55;76;22;19;65;56;29;79;75;22;19;20;43;41;42;59;22;16;19;37;34;40;57;47;17;19;22;21;35;40;36;53;56;48;66
690;407;11;20;20;40;57;54;97;18;16;55;55;30;70;71;22;19;20;45;42;45;61;21;22;22;36;35;36;50;52;17;17;19;20;35;37;34;52;49;46;66
691;407;9;19;19;37;57;52;91;19;23;53;56;36;70;75;20;21;16;43;42;40;55;19;18;20;38;39;36;53;55;17;22;19;19;38;38;30;55;57;43;69
692;421;9;23;20;36;66;56;87;18;23;55;52;36;66;66;20;22;21;40;45;44;54;18;19;22;37;32;38;51;48;18;19;22;18;33;42;35;51;55;51;67
693;414;6;20;22;30;60;58;74;20;19;58;58;34;75;72;19;20;19;41;40;39;54;18;16;17;33;37;31;50;54;17;20;17;20;35;37;35;48;53;48;63
694;423;10;18;20;39;53;59;96;22;23;60;60;36;73;76;22;19;18;42;39;41;57;19;18;23;34;36;40;51;51;16;17;21;19;33;38;35;50;52;50;67
695;416;10;18;20;37;56;59;85;19;19;55;57;37;68;79;19;20;17;37;41;36;51;19;19;19;35;39;34;47;55;20;23;18;20;41;35;29;57;52;47;71
696;421;13;24;16;42;65;51;98;18;20;56;52;36;72;71;20;19;21;42;41;41;57;19;19;22;37;37;40;52;53;18;20;16;21;39;32;36;52;50;51;63
697;400;11;19;20;38;55;55;90;16;22;47;54;38;62;68;20;16;21;39;39;47;55;19;21;18;36;42;34;52;60;22;19;17;17;35;35;34;50;49;50;64
698;407;9;19;19;34;59;55;82;19;17;61;52;28;75;67;17;20;23;39;46;46;55;21;19;20;38;34;36;59;54;19;18;19;21;37;37;36;52;51;50;67
699;421;11;20;19;41;55;56;95;21;20;60;60;32;74;77;21;21;18;48;41;42;62;22;18;22;38;35;37;52;51;22;21;19;19;40;39;35;57;55;52;72
700;416;11;21;20;40;56;55;94;19;19;54;59;36;69;79;18;22;22;40;45;45;57;19;16;20;39;35;38;54;53;19;20;19;15;36;41;30;48;55;48;61
701;414;8;20;20;35;56;57;85;19;21;58;59;32;73;76;21;22;21;45;44;49;60;20;20;22;39;36;38;56;51;19;20;24;19;36;38;35;54;57;51;66
702;401;10;21;21;38;53;60;93;16;17;49;47;34;58;64;19;18;21;42;42;43;60;18;20;21;33;39;37;49;54;24;17;21;19;37;38;31;48;55;46;62
703;415;13;19;17;47;54;50;113;20;20;59;57;33;72;76;19;20;14;40;39;39;54;22;23;22;38;42;38;51;59;23;18;19;20;37;37;36;53;53;49;66
704;408;9;21;20;31;58;60;73;20;19;56;55;34;71;72;22;17;18;45;41;39;60;21;16;17;40;36;33;50;52;18;19;21;17;38;37;34;52;51;46;66
705;409;8;20;22;34;57;61;82;19;18;56;54;31;67;71;19;21;18;43;45;40;58;20;17;17;39;33;31;56;45;20;20;18;18;36;40;31;56;53;43;68
706;403;9;18;17;37;53;48;87;23;22;63;66;36;77;81;22;16;22;42;37;46;56;20;21;16;39;42;30;55;61;20;21;23;18;37;42;37;55;60;49;70
707;396;12;18;21;40;57;57;91;14;18;44;47;32;55;63;22;19;22;41;43;46;56;17;20;19;35;38;37;53;50;18;20;20;20;38;37;37;52;58;51;67
708;414;11;20;17;37;52;46;86;23;22;66;64;36;80;82;20;23;21;43;45;44;58;18;16;22;40;33;38;56;49;20;17;17;19;35;32;37;48;48;51;65
709;394;6;17;20;31;52;53;78;19;20;54;55;34;65;74;18;17;18;39;38;39;56;17;19;18;37;38;30;53;54;20;19;22;19;36;40;38;52;56;53;62
710;410;12;20;20;41;57;56;96;20;19;54;52;33;66;67;20;17;20;38;39;46;55;21;22;21;35;39;38;49;56;16;20;22;20;38;42;34;54;60;51;64
711;397;10;16;17;39;49;52;94;18;18;56;57;30;69;75;19;19;18;39;37;42;56;21;21;21;39;38;38;53;53;17;18;20;19;33;36;37;48;49;49;62
712;408;10;22;20;32;63;57;80;19;16;58;57;26;70;72;17;17;17;35;40;38;49;20;20;20;38;36;37;52;52;19;17;19;20;34;38;36;52;55;52;64
713;422;9;21;20;33;59;57;79;22;21;61;59;36;75;74;15;18;20;36;40;44;46;17;16;17;33;33;34;52;48;20;15;22;19;32;40;35;49;59;54;64
714;409;12;19;17;41;55;51;94;18;19;53;54;36;66;72;20;19;19;40;40;44;56;24;20;15;36;37;32;50;52;20;19;19;23;36;35;38;51;49;52;71
715;399;7;16;19;33;54;53;81;20;17;58;55;30;74;72;22;20;19;45;45;41;57;18;22;22;33;40;39;53;54;23;18;19;17;35;39;33;53;58;51;66
716;422;9;20;20;34;60;59;87;21;20;61;61;34;71;76;20;19;23;43;41;46;58;16;18;22;36;33;34;52;50;21;19;19;18;36;33;30;52;53;45;67
717;401;11;20;19;41;59;55;95;16;19;52;54;31;66;73;18;18;21;39;37;43;54;20;19;21;38;37;34;52;50;17;20;18;17;35;35;33;52;53;47;64
718;418;11;20;21;42;54;57;102;18;19;55;55;33;70;71;20;19;21;42;43;46;57;16;21;18;33;37;33;47;52;21;21;19;22;37;35;41;56;48;58;71
719;418;10;20;22;40;58;60;94;17;22;52;49;39;67;64;17;18;19;39;40;40;56;19;19;21;40;35;34;56;49;19;19;21;20;32;38;36;50;54;48;64
720;421;10;22;20;37;64;54;85;22;18;60;60;33;68;75;24;19;20;46;40;48;63;15;20;21;33;36;34;49;51;20;20;18;20;39;37;35;53;53;50;70
721;392;6;21;17;32;57;48;76;17;20;54;53;31;64;70;18;22;18;39;41;41;56;23;17;17;45;35;33;58;53;22;18;20;21;31;40;38;45;55;53;58
722;413;8;20;17;35;57;50;88;23;20;68;62;32;81;76;20;18;15;42;38;41;60;19;22;19;37;40;33;52;57;17;20;19;19;39;35;33;54;49;46;72
723;390;5;19;20;29;53;55;72;17;23;47;52;39;60;69;23;19;16;45;42;43;62;19;15;23;38;31;39;58;51;20;20;18;20;37;36;37;51;55;52;66
724;400;10;16;18;39;49;52;90;18;23;55;52;36;67;64;22;20;20;43;45;43;58;20;22;20;39;40;34;52;55;22;15;22;20;33;39;34;51;55;49;63
725;386;8;21;17;32;59;50;78;14;20;47;47;33;60;61;23;20;20;43;41;43;57;18;24;19;37;37;35;52;55;19;20;21;22;36;37;37;53;53;50;68
726;399;7;20;19;33;57;55;79;19;20;54;52;34;71;69;20;16;21;41;38;45;54;17;22;19;34;39;35;51;52;21;18;23;21;37;42;40;54;58;51;69
727;422;11;20;16;39;57;48;89;24;18;67;65;31;81;81;21;23;20;40;47;45;56;21;15;18;39;32;33;55;47;22;21;19;20;37;35;37;52;51;54;66
728;387;9;22;18;33;59;50;82;17;19;48;52;32;63;68;19;18;22;43;41;47;59;15;22;22;32;39;37;48;54;20;17;23;20;34;41;35;48;57;50;59
729;386;6;15;18;32;45;54;79;19;18;57;55;28;71;74;20;22;18;42;47;41;56;19;20;20;34;37;34;47;52;18;22;19;23;40;39;38;54;55;53;67
730;422;9;22;21;34;58;57;82;22;16;64;62;32;80;80;21;20;17;42;39;39;62;20;17;19;41;35;37;58;51;20;19;16;16;38;35;34;53;52;49;66
731;417;12;20;19;43;58;54;101;18;17;55;53;29;70;71;18;22;20;39;44;43;57;22;18;19;43;36;34;58;55;19;20;19;18;35;37;35;49;53;48;64
732;419;12;20;21;41;61;59;95;19;20;52;55;31;67;72;23;16;20;48;38;43;64;14;15;17;35;31;37;49;44;21;17;21;20;32;36;38;46;51;53;59
733;385;11;17;17;36;49;48;89;18;18;51;49;33;68;66;20;19;19;42;39;42;60;19;18;20;37;37;34;54;53;23;16;18;17;35;36;35;52;50;49;66
734;415;9;18;22;37;56;57;85;19;21;55;58;35;65;72;22;19;19;47;39;48;62;19;19;20;43;35;35;59;52;17;21;18;19;41;35;31;60;51;46;79
735;425;10;21;20;37;63;61;88;18;17;55;51;37;69;66;20;21;22;43;42;48;59;21;18;19;40;37;32;57;51;24;24;20;21;37;39;35;50;54;44;61
736;416;13;22;18;43;63;52;100;18;18;55;55;33;70;71;20;18;22;39;45;45;56;20;20;19;38;39;37;53;57;22;20;19;17;34;37;32;49;57;48;63
737;397;6;20;17;29;58;51;68;18;22;56;54;38;69;68;21;17;19;40;38;45;53;17;19;21;32;40;35;49;57;19;19;20;23;39;40;39;54;58;54;70
738;393;10;19;17;39;55;50;89;19;17;54;54;31;66;68;19;16;21;42;36;44;56;21;19;16;38;33;31;58;55;19;16;22;21;32;39;38;47;54;54;61
739;397;8;19;20;34;52;57;81;16;24;52;46;37;70;65;20;18;20;41;41;40;57;18;23;23;35;40;39;51;55;22;18;18;18;36;34;36;53;48;50;70
740;414;8;21;19;33;61;55;79;21;22;58;60;35;72;74;19;21;22;43;44;47;59;20;19;19;40;35;35;53;49;21;20;19;19;35;37;35;53;52;51;64
741;386;9;20;20;36;57;56;85;14;13;47;46;29;64;63;22;19;16;43;38;35;63;17;22;20;36;43;35;53;60;21;22;21;16;37;42;30;51;55;48;61
742;401;7;22;18;34;60;53;86;17;23;53;47;37;66;67;21;17;18;36;38;42;53;17;17;16;35;37;30;51;53;19;24;22;17;43;40;35;57;57;48;70
743;405;9;20;18;36;57;54;87;19;16;57;55;31;71;73;21;21;23;39;42;43;56;19;21;21;38;36;35;56;54;16;19;19;20;39;40;33;57;56;46;71
744;414;11;18;19;41;54;52;93;19;22;53;54;38;71;69;20;25;18;42;48;43;56;17;18;21;34;34;39;47;52;21;24;21;15;41;38;27;57;53;43;73
745;407;11;15;20;41;46;56;95;20;17;58;58;31;72;78;16;19;21;40;41;43;53;18;19;22;35;38;38;54;50;20;16;20;19;34;40;34;48;56;48;61
746;398;11;19;20;40;57;50;98;16;21;48;50;35;66;66;19;19;17;42;43;42;59;20;22;23;38;39;40;54;52;20;21;19;20;37;37;40;50;55;57;66
747;426;8;23;22;33;62;61;76;20;20;60;59;33;74;75;17;21;21;36;42;44;51;19;22;23;38;38;40;54;54;17;22;24;22;41;43;35;58;57;47;72
748;402;11;20;18;37;56;54;89;16;19;48;49;37;64;67;19;23;21;41;41;44;58;19;17;23;34;32;39;55;46;21;19;21;17;38;39;31;59;55;43;72
749;390;6;20;16;29;59;48;73;20;18;56;60;31;68;73;22;21;17;44;44;40;57;19;19;21;32;36;39;47;53;20;19;19;20;35;36;37;49;52;52;64
750;421;9;18;23;38;51;60;90;21;19;57;62;32;68;76;21;23;18;43;46;40;56;22;17;20;43;32;35;62;48;20;17;20;22;34;39;39;47;56;56;61
751;420;8;18;23;31;54;63;74;19;20;59;54;37;75;68;18;19;19;41;39;41;56;19;22;22;35;43;40;51;60;21;17;23;19;33;41;37;48;55;53;61
752;382;6;19;15;30;54;49;76;18;20;51;53;36;64;68;18;18;19;42;42;45;55;20;21;20;36;38;38;53;56;22;22;17;20;37;33;38;54;51;55;69
753;400;9;20;16;35;58;50;86;18;20;57;55;34;73;73;22;21;20;42;44;41;56;17;18;19;34;35;35;48;55;20;22;17;18;43;30;32;58;46;48;72
754;429;12;20;19;42;59;54;97;20;17;62;55;31;79;71;18;23;18;41;47;41;56;19;21;24;37;38;42;55;53;20;20;18;19;38;36;35;56;51;48;70
755;399;8;20;17;32;58;50;76;20;22;57;57;36;71;72;19;19;20;41;42;44;53;21;17;15;40;36;32;54;54;21;23;17;19;41;36;32;55;52;43;71
756;409;9;17;25;34;51;67;82;16;20;51;50;33;68;71;21;19;22;42;41;49;55;17;18;20;33;33;37;50;48;20;21;21;19;41;40;36;58;56;49;71
757;406;11;18;19;39;55;54;91;19;16;58;55;29;67;73;17;19;15;37;42;39;50;19;19;16;36;42;29;52;60;19;19;18;18;38;35;34;57;52;45;66
758;398;9;20;17;37;58;49;89;16;20;46;50;39;62;67;19;22;19;39;42;44;56;19;22;20;35;43;34;53;61;20;19;17;17;38;32;32;52;47;47;68
759;419;10;18;20;37;55;55;85;21;22;60;61;36;73;78;23;17;22;41;39;44;56;15;21;19;36;42;36;54;60;20;22;21;20;41;37;37;61;51;51;73
760;413;15;18;18;47;56;50;107;18;21;54;54;35;68;71;22;17;21;42;42;48;54;23;19;19;44;37;38;60;49;19;21;22;16;39;42;32;54;59;49;68
761;413;9;22;20;37;61;57;85;18;19;56;54;34;72;71;19;17;17;38;39;39;52;17;20;17;34;35;33;50;51;21;22;16;22;40;34;38;54;48;54;65
762;435;12;19;22;42;57;60;96;22;18;64;60;29;80;77;17;20;20;39;42;44;56;20;18;20;41;33;37;58;47;20;19;20;20;37;36;35;54;52;53;67
763;418;10;19;18;38;56;51;88;23;21;64;62;33;82;80;18;20;18;40;44;42;57;19;18;22;36;38;40;50;53;20;21;22;22;37;39;37;54;59;51;69
764;435;10;23;22;38;63;63;88;18;20;54;55;36;67;70;19;23;21;41;45;46;53;19;20;17;39;39;33;55;56;19;16;19;19;32;36;33;49;47;54;64
765;427;10;22;22;37;65;60;88;19;17;58;53;29;74;70;19;22;21;44;42;46;60;23;15;19;42;33;33;60;53;19;21;21;19;37;38;36;53;54;49;66
766;406;8;20;19;33;59;55;78;19;19;57;57;32;71;73;20;16;19;41;39;43;56;19;19;19;35;38;35;49;53;21;24;21;21;43;38;37;57;52;52;73
767;425;10;18;20;36;55;57;86;25;19;65;68;33;80;88;18;18;19;40;37;42;55;22;21;18;39;37;34;58;55;18;17;19;17;35;37;34;54;54;46;66
768;418;10;18;20;39;55;54;96;22;21;64;61;34;76;75;22;19;21;42;38;46;61;20;20;17;39;36;33;54;54;20;19;18;19;40;36;36;53;50;49;66
769;418;10;18;18;34;54;56;82;24;17;66;65;31;80;81;20;17;18;42;38;41;58;17;20;19;35;34;33;52;50;15;19;18;25;39;37;43;58;49;57;72
770;423;12;23;21;43;60;57;100;19;21;58;55;37;71;70;20;16;21;41;36;43;56;19;19;21;38;36;36;52;52;20;20;17;20;36;37;35;56;50;48;71
771;386;7;20;19;32;54;53;76;16;18;46;51;34;64;71;20;24;19;41;47;43;58;18;20;21;36;39;35;53;58;15;22;20;22;39;40;35;54;58;50;66
772;404;9;21;17;38;62;48;91;18;20;56;52;36;70;69;19;16;24;41;34;48;58;21;21;17;36;40;31;52;53;23;22;17;20;37;36;38;52;48;54;64
773;404;11;18;20;38;51;57;88;15;24;46;50;40;61;65;20;20;16;43;40;38;59;16;24;23;36;45;39;55;59;21;23;21;21;37;40;36;53;56;51;66
774;393;10;15;16;38;47;50;91;19;17;55;56;33;71;77;20;19;20;39;38;43;54;20;22;17;38;40;30;54;59;21;18;21;20;32;38;38;50;52;56;63
775;423;12;17;22;41;51;59;95;20;20;59;58;33;73;76;18;20;20;37;40;45;54;20;19;17;35;35;31;50;48;21;19;20;19;39;38;38;54;52;51;64
776;424;12;20;19;40;58;53;93;21;19;63;59;32;76;78;19;19;21;41;42;45;55;21;18;22;36;36;41;55;51;19;19;22;21;37;39;36;50;57;50;61
777;386;4;20;19;23;63;53;61;17;22;50;50;34;63;64;20;20;22;42;44;49;55;22;23;18;41;39;31;57;57;20;20;23;21;40;40;32;58;58;49;70
778;417;10;20;22;38;57;61;88;19;17;57;52;31;73;68;23;22;22;41;46;48;56;22;20;20;43;34;38;58;47;20;17;18;18;38;35;35;57;50;48;75
779;420;9;23;21;32;65;60;77;18;21;54;53;35;68;68;22;21;24;43;42;45;58;18;19;18;32;35;33;46;52;17;18;21;21;38;41;38;53;56;53;66
780;414;12;19;19;43;52;54;99;19;17;58;59;31;71;78;23;21;18;46;41;41;61;19;19;20;36;39;38;49;54;17;18;17;20;37;37;36;53;52;49;66
781;390;7;19;17;31;57;52;79;17;17;54;53;31;66;70;20;17;23;41;36;47;58;19;18;20;37;36;36;52;48;18;19;20;21;34;40;40;50;57;55;64
782;421;10;18;20;40;56;58;93;21;20;61;56;33;76;72;17;19;18;36;42;40;54;17;16;20;34;33;34;52;47;18;19;18;17;38;34;38;56;47;49;71
783;425;11;18;22;40;50;59;94;22;19;63;63;30;75;79;20;20;18;38;45;40;53;22;21;22;37;37;37;53;50;18;21;18;20;40;38;36;54;52;48;69
784;402;8;21;16;34;63;49;81;18;22;52;53;35;69;66;18;17;18;36;36;40;52;19;17;21;32;33;35;47;50;18;17;18;23;34;32;40;51;52;55;66
785;411;8;17;22;33;57;57;81;21;21;57;61;32;72;74;20;20;25;40;43;50;51;20;19;18;40;32;33;58;50;20;23;18;20;44;35;38;58;47;52;72
786;418;9;21;20;37;62;54;88;19;19;54;58;35;69;76;20;19;22;40;40;43;54;19;21;20;35;41;32;46;55;20;20;16;19;39;33;36;54;46;51;74
787;429;10;21;23;36;58;62;84;21;20;60;58;36;77;74;21;21;20;43;42;44;60;21;19;19;38;34;37;53;47;18;18;23;20;37;39;35;51;58;49;63
788;390;8;18;19;31;54;54;74;19;21;51;57;33;65;71;22;21;23;44;42;46;57;18;18;19;34;32;36;50;48;19;21;18;19;37;35;34;53;53;49;68
789;388;9;17;19;33;49;56;80;16;19;50;51;33;61;69;24;22;16;43;43;43;57;16;20;20;34;39;38;50;54;17;17;18;21;35;38;36;50;56;49;64
790;437;11;20;19;40;62;54;93;22;25;60;59;41;72;73;18;21;22;41;40;46;53;18;18;17;33;34;29;50;50;21;19;20;18;39;38;34;54;55;49;67
791;416;12;20;19;39;62;51;93;19;21;55;54;36;68;69;18;17;24;38;38;50;56;21;21;17;39;39;35;52;56;21;19;18;23;39;36;37;55;52;48;68
792;419;10;21;20;37;60;57;91;21;20;56;60;33;68;77;19;19;16;39;40;39;58;17;21;21;33;38;34;47;53;21;16;15;18;32;34;39;49;50;51;65
793;412;11;19;19;42;54;53;95;20;19;58;57;32;72;76;19;16;19;40;31;43;54;18;19;20;31;38;40;47;54;21;14;21;19;32;43;35;48;60;51;62
794;420;11;21;22;40;55;60;92;21;19;59;61;32;72;79;22;17;16;45;34;41;60;18;18;21;35;35;39;54;54;19;21;18;21;38;37;31;56;52;49;74
795;403;8;19;19;29;57;55;68;19;21;54;54;38;68;71;21;20;19;42;45;43;60;23;21;21;43;41;34;58;56;22;18;17;18;37;34;33;51;50;47;67
796;396;10;14;19;36;47;53;88;17;22;50;52;39;63;70;16;21;15;41;42;40;55;22;20;20;42;38;34;58;53;17;21;18;24;37;36;42;52;52;53;66
797;400;8;17;15;38;50;48;91;22;23;64;64;35;80;79;16;18;22;38;43;46;52;19;20;19;37;38;36;49;53;19;18;20;20;34;37;36;48;57;50;61
798;392;9;18;18;34;55;52;81;18;20;52;53;32;66;66;17;19;22;37;40;43;55;22;16;20;39;34;35;58;50;17;16;18;18;33;37;31;50;52;47;64
799;422;9;19;24;40;55;66;96;17;20;53;53;35;65;69;17;20;16;40;41;39;57;20;21;19;36;38;33;48;56;21;20;20;20;39;38;35;55;56;46;71
800;419;9;20;22;32;60;61;79;18;23;54;53;38;68;71;25;20;19;46;39;46;62;20;18;21;38;40;39;53;58;20;17;16;20;35;32;38;50;47;52;63
801;390;11;17;15;38;51;43;90;20;19;55;58;32;71;75;21;19;20;45;41;43;60;18;21;23;37;41;39;51;57;18;21;17;19;41;35;36;60;53;56;73
802;412;10;19;23;33;54;63;80;17;20;53;55;33;64;69;19;19;17;42;39;43;57;19;16;22;35;31;39;52;45;18;22;20;21;40;40;38;55;55;53;70
803;411;7;17;18;33;52;54;77;23;17;63;66;36;77;82;18;20;20;38;43;42;55;19;19;19;39;38;35;52;54;21;15;18;20;33;31;38;46;50;52;59
